0x8000380	AgbMain
0x80B3C58	sub_80A5EA0
0x80B3CCC	sub_80A5F14
0x80B3D38	sub_80A5F80
0x80B3D64	sub_80A5FAC
0x80B3DB8	sub_80A6000
0x80B3DDC	sub_80A6024
0x80B3E34	DisplayCannotBeHeldMessage
0x80B3E80	ItemMenu_Give
0x80B3F30	sub_80A6178
0x80B3F60	sub_80A61A8
0x80B3F88	sub_80A61D0
0x80B3FA4	sub_80A61EC
0x80B3FCC	sub_80A6214
0x80B4090	sub_80A62D8
0x80B40B8	sub_80A6300
0x80B40D4	sub_80A631C
0x80B410C	sub_80A6354
0x80B41C4	sub_80A640C
0x80B41FC	sub_80A6444
0x80B4244	sub_80A648C
0x80B42D8	sub_80A6520
0x80B4300	sub_80A6548
0x80B432C	sub_80A6574
0x80B4364	sub_80A65AC
0x80B43D0	sub_80A6618
0x80B4408	sub_80A6650
0x80B4428	Task_BuyHowManyDialogueHandleInput
0x80B4518	sub_80A6760
0x80B4550	BuyMenuPrintItemQuantityAndPrice
0x80B45AC	BuyMenuDisplayMessage
0x80B45F4	sub_80A683C
0x80B4628	sub_80A6870
0x80B465C	sub_80A68A4
0x80B4684	sub_80A68CC
0x80B46A8	sub_80A68F0
0x80B46D0	sub_80A6918
0x80B46F8	sub_80A6940
0x80B4730	sub_80A6978
0x80B4754	sub_80A699C
0x80B4770	sub_80A69B8
0x80B4798	sub_80A69E0
0x80B47C0	sub_80A6A08
0x80B47E8	sub_80A6A30
0x80B4804	sub_80A6A4C
0x80B483C	sub_80A6A84
0x80B48B8	sub_80A6B00
0x80B491C	sub_80A6B64
0x80B4998	sub_80A6BE0
0x80B4A24	sub_80A6C6C
0x80B4AD4	sub_80A6D1C
0x80B4B50	sub_80A6D98
0x80B4B84	sub_80A6DCC
0x80B4BA8	sub_80A6DF0
0x80B4C70	sub_80A6EB8
0x80B4D94	sub_80A6FDC
0x80B4DDC	sub_80A7024
0x80B4E4C	sub_80A7094
0x80B4E90	sub_80A70D8
0x80B4EAC	ItemMenu_UseInBattle
0x80B4EDC	sub_80A7124
0x80B4F08	sub_80A7150
0x80B4F54	PrepareBagForWallyTutorial
0x80B4FE8	sub_80A7230
0x80B5124	ItemListMenu_InitMenu
0x80B5178	sub_80A73C0
0x80B51A8	sub_80A73F0
0x80B51B4	sub_80A73FC
0x80B51C4	sub_80A740C
0x80B5204	sub_80A7420
0x80B5300	sub_80A751C
0x80B530C	sub_80A7528
0x80B5350	sub_80A756C
0x80B5374	sub_80A7590
0x80B538C	sub_80A75A8
0x80B53A8	sub_80A75C4
0x80B53C8	sub_80A75E4
0x80B5414	sub_80A7630
0x80B5420	sub_80A763C
0x80B545C	sub_80A7678
0x80B5478	sub_80A7694
0x80B5484	sub_80A76A0
0x80B549C	sub_80A76B8
0x80B54B4	sub_80A76D0
0x80B54CC	sub_80A76E8
0x80B54F0	sub_80A770C
0x80B54FC	DisplayCannotUseItemMessage
0x80B554C	sub_80A7768
0x80B560C	sub_80A7828
0x80B5618	sub_80A7834
0x80B564C	sub_80A7868
0x80B5664	sub_80A7880
0x80B5684	sub_80A78A0
0x80B569C	sub_80A78B8
0x80B56A8	sub_80A78C4
0x80B56CC	sub_80A78E8
0x80B56D8	sub_80A78F4
0x80B56FC	sub_80A7918
0x80B5708	sub_80A7924
0x80B573C	sub_80A7958
0x80B5754	sub_80A7970
0x80B5760	sub_80A797C
0x80B576C	sub_80A7988
0x80B577C	sub_80A7998
0x80B5798	sub_80A79B4
0x80B57D0	sub_80A79EC
0x80B5878	sub_80A7A94
0x80B58C8	sub_80A7AE4
0x80B58F4	CreateBagSprite
0x80B590C	sub_80A7B28
0x80B592C	sub_80A7B48
0x80B5950	sub_80A7B6C
0x80B5A04	CreateBagPokeballSprite
0x80B5A48	sub_80A7C64
0x80B5A84	sub_80A7CA0
0x80B5ADC	sub_80A7CF8
0x80B5B70	sub_80A7D8C
0x80B5BA8	sub_80A7DC4
0x80B5BB8	sub_80A7DD4
0x80B5BD0	sub_80A7DEC
0x80B5C40	sub_80A7E5C
0x80B5C60	sub_80A7E7C
0x80B5CD4	sub_80A7EF0
0x80B5D84	sub_80A7FA0
0x80B5E70	sub_80A808C
0x80B5F38	sub_80A8154
0x80B5FBC	sub_80A81D8
0x80B60F8	sub_80A8314
0x80B6158	sub_80A8374
0x80B61EC	sub_80A8408
0x80B626C	sub_80A8488
0x80B62E4	sub_80A8500
0x80B6314	sub_80A8530
0x80B6388	sub_80A85A4
0x80B63AC	sub_80A85C8
0x80B63F8	sub_80A8614
0x80B641C	sub_80A8638
0x80B64D8	sub_80A86F4
0x80B6548	sub_80A8764
0x80B65FC	sub_80A8818
0x80B66D4	sub_80A88F0
0x80B6704	sub_80A8920
0x80B6798	sub_80A89B4
0x80B67FC	sub_80A8A18
0x80B6864	sub_80A8A80
0x80B6920	sub_80A8B3C
0x80B696C	sub_80A8B88
0x80B69F0	sub_80A8C0C
0x80B6B18	sub_80A8D34
0x80B6B70	sub_80A8D8C
0x80B6BE8	sub_80A8E04
0x80B6CE0	sub_80A8EFC
0x80B6DBC	sub_80A8FD8
0x80B6E3C	sub_80A9058
0x80B6F20	sub_80A913C
0x80B7008	CopyItemName
0x80B7044	CountUsedBagPocketSlots
0x80B7080	IsBagPocketNonEmpty
0x80B70B8	CheckBagHasItem
0x80B7128	CheckBagHasSpace
0x80B7208	AddBagItem
0x80B731C	RemoveBagItem
0x80B7454	GetPocketByItemId
0x80B7468	ClearItemSlots
0x80B7490	FindFreePCItemSlot
0x80B74C8	CountUsedPCItemSlots
0x80B74FC	CheckPCHasItem
0x80B7544	AddPCItem
0x80B75D8	RemovePCItem
0x80B7610	CompactPCItems
0x80B7668	SwapRegisteredBike
0x80B76A0	SanitizeItemId
0x80B76B8	ItemId_GetItem
0x80B76D8	ItemId_GetId
0x80B76FC	ItemId_GetPrice
0x80B7720	ItemId_GetHoldEffect
0x80B7744	ItemId_GetHoldEffectParam
0x80B7768	ItemId_GetDescription
0x80B778C	ItemId_CopyDescription
0x80B77EC	ItemId_GetImportance
0x80B7810	ItemId_GetUnknownValue
0x80B7834	ItemId_GetPocket
0x80B7858	ItemId_GetType
0x80B787C	ItemId_GetFieldFunc
0x80B78A0	ItemId_GetBattleUsage
0x80B78C4	ItemId_GetBattleFunc
0x80B78E8	ItemId_GetSecondaryId
0x80B790C	unref_sub_80A9B28
0x80B795C	sub_80A9B78
0x80B79A0	MatsudaDebugMenu_ContestResults
0x80B79C8	sub_80A9BE4
0x80B7A00	MatsudaDebugMenu_Contest
0x80B7A18	MatsudaDebugMenu_ContestComm
0x80B7A24	MatsudaDebugMenu_CommTest
0x80B7A7C	sub_80A9C98
0x80B7AA4	sub_80A9CC0
0x80B7AC0	sub_80A9CDC
0x80B7ADC	sub_80A9CF8
0x80B7B14	sub_80A9D30
0x80B7B3C	sub_80A9D58
0x80B7BA0	sub_80A9DBC
0x80B7BBC	sub_80A9DD8
0x80B7BE8	sub_80A9E04
0x80B7C20	sub_80A9E3C
0x80B7C64	sub_80A9E80
0x80B7CBC	sub_80A9ED8
0x80B7CF4	sub_80A9F10
0x80B7D34	sub_80A9F50
0x80B7DC8	sub_80A9FE4
0x80B7E48	sub_80AA064
0x80B7E74	sub_80AA090
0x80B7EF0	sub_80AA10C
0x80B8064	sub_80AA280
0x80B8124	sub_80AA340
0x80B816C	sub_80AA388
0x80B81B4	sub_80AA3D0
0x80B81FC	sub_80AA418
0x80B8244	sub_80AA460
0x80B828C	sub_80AA4A8
0x80B82D4	sub_80AA4F0
0x80B83A0	sub_80AA5BC
0x80B83CC	sub_80AA5E8
0x80B83F8	sub_80AA614
0x80B843C	sub_80AA658
0x80B8480	SetDebugMonForContest
0x80B8538	sub_80AA754
0x80B8684	sub_80AA8A0
0x80B86AC	sub_80AA8C8
0x80B86BC	sub_80AA8D8
0x80B86CC	sub_80AA8E8
0x80B86DC	sub_80AA8F8
0x80B86EC	sub_80AA908
0x80B8714	sub_80AA930
0x80B8758	sub_80AA974
0x80B879C	sub_80AA9B8
0x80B87E0	sub_80AA9FC
0x80B8824	sub_80AAA40
0x80B8868	sub_80AAA84
0x80B88AC	sub_80AAAC8
0x80B88D4	sub_80AAAF0
0x80B8914	sub_80AAB30
0x80B8954	sub_80AAB70
0x80B8994	sub_80AABB0
0x80B89D4	sub_80AABF0
0x80B8A40	sub_80AAC5C
0x80B8AA8	sub_80AACC4
0x80B8AEC	sub_80AAD08
0x80B8B28	sub_80AAD44
0x80B8B68	sub_80AAD84
0x80B8CCC	unref_sub_80AAEE8
0x80B8D14	sub_80AAF30
0x80B8DC0	MatsudaDebugMenu_SetHighScore
0x80B8DD0	MatsudaDebugMenu_ResetHighScore
0x80B8E10	MatsudaDebugMenu_SetArtMuseumItems
0x80B8E68	unref_sub_80AB084
0x80B8F68	sub_80AB184
0x80B8F90	nullsub_89
0x80B8F94	sub_80AB1B0
0x80B8FA0	sub_80AB1BC
0x80B9090	sub_80AB2AC
0x80B9104	sub_80AB320
0x80B9134	sub_80AB350
0x80B917C	sub_80AB398
0x80B9260	sub_80AB47C
0x80B93B8	sub_80AB5D4
0x80B93E8	sub_80AB604
0x80B945C	sub_80AB678
0x80B9478	sub_80AB694
0x80B9498	sub_80AB6B4
0x80B94F0	sub_80AB70C
0x80B9744	sub_80AB960
0x80B9784	sub_80AB9A0
0x80B9890	sub_80ABAAC
0x80B98C4	sub_80ABAC4
0x80B9970	sub_80ABB70
0x80B9A3C	sub_80ABC3C
0x80B9A70	sub_80ABC70
0x80B9ADC	sub_80ABCDC
0x80B9CA0	sub_80ABEA0
0x80B9EBC	debug_sub_80B9EBC
0x80BA054	debug_sub_80BA054
0x80BA310	sub_80AC0AC
0x80BA328	nullsub_17
0x80BA32C	sub_80AC0C8
0x80BA3C0	sub_80AC15C
0x80BA3EC	sub_80AC188
0x80BA468	sub_80AC204
0x80BA4B4	sub_80AC250
0x80BA4E8	sub_80AC284
0x80BA530	sub_80AC2CC
0x80BBB40	sub_80AD8DC
0x80BBB60	sub_80AD8FC
0x80BBB90	sub_80AD92C
0x80BBBC4	sub_80AD960
0x80BBC80	sub_80ADA1C
0x80BBCB0	sub_80ADA4C
0x80BBD3C	sub_80ADAD8
0x80BBD68	sub_80ADB04
0x80BBDAC	sub_80ADB48
0x80BBDEC	sub_80ADB88
0x80BBE74	sub_80ADC10
0x80BBEB0	sub_80ADC4C
0x80BBEE8	sub_80ADC84
0x80BBF18	sub_80ADCB4
0x80BBF40	sub_80ADCDC
0x80BBF68	sub_80ADD04
0x80BBFD8	sub_80ADD74
0x80BC008	sub_80ADDA4
0x80BC0B8	sub_80ADE54
0x80BC110	sub_80ADEAC
0x80BC150	sub_80ADEEC
0x80BC1B0	sub_80ADF4C
0x80BC1FC	sub_80ADF98
0x80BC23C	sub_80ADFD8
0x80BC274	sub_80AE010
0x80BC284	sub_80AE020
0x80BC2B8	sub_80AE054
0x80BC2D8	sub_80AE074
0x80BC2FC	sub_80AE098
0x80BC5FC	sub_80AE398
0x80BC6E0	sub_80AE47C
0x80BC778	sub_80AE514
0x80BC7FC	sub_80AE598
0x80BC820	sub_80AE5BC
0x80BC838	sub_80AE5D4
0x80BC930	sub_80AE6CC
0x80BC948	sub_80AE6E4
0x80BC9D4	sub_80AE770
0x80BCA90	sub_80AE82C
0x80BCABC	sub_80AE858
0x80BCB18	sub_80AE8B4
0x80BCB6C	unref_sub_80AE908
0x80BCC60	sub_80AE9FC
0x80BCD80	sub_80AEB1C
0x80BCD94	sub_80AEB30
0x80BCDB0	sub_80AEB4C
0x80BCDCC	sub_80AEB68
0x80BCE50	sub_80AEBEC
0x80BCFBC	sub_80AED58
0x80BCFE0	sub_80AED7C
0x80BD084	unref_sub_80AEE20
0x80BD0B0	sub_80AEE4C
0x80BD0B8	sub_80AEE54
0x80BD1B4	sub_80AEF50
0x80BD24C	sub_80AEFE8
0x80BD29C	sub_80AF038
0x80BD384	sub_80AF120
0x80BD39C	sub_80AF138
0x80BD3C0	sub_80AF15C
0x80BD41C	sub_80AF1B8
0x80BD448	sub_80AF1E4
0x80BD4E4	unref_sub_80AF280
0x80BD504	sub_80AF2A0
0x80BD544	unref_sub_80AF2E0
0x80BD560	sub_80AF2FC
0x80BD624	sub_80AF3C0
0x80BD668	sub_80AF404
0x80BD69C	sub_80AF438
0x80BD800	sub_80AF59C
0x80BD834	unref_sub_80AF5D0
0x80BD894	sub_80AF630
0x80BD8CC	sub_80AF668
0x80BD8EC	sub_80AF688
0x80BD904	sub_80AF6A0
0x80BDA8C	sub_80AF828
0x80BDAC4	sub_80AF860
0x80BDB00	unref_sub_80AF89C
0x80BDBB0	sub_80AF94C
0x80BDCC0	sub_80AFA5C
0x80BDD1C	unref_sub_80AFAB8
0x80BDDA4	sub_80AFB40
0x80BDDD8	sub_80AFB74
0x80BDE04	sub_80AFBA0
0x80BDED8	sub_80AFC74
0x80BE094	sub_80AFE30
0x80BE0DC	sub_80AFE78
0x80BE174	sub_80AFF10
0x80BE18C	sub_80AFF28
0x80BE1C4	sub_80AFF60
0x80BE204	sub_80AFFA0
0x80BE244	sub_80AFFE0
0x80BE298	sub_80B0034
0x80BE32C	sub_80B00C8
0x80BE37C	nullsub_18
0x80BE380	unref_sub_80B011C
0x80BE414	unref_sub_80B01B0
0x80BE444	unref_sub_80B01E0
0x80BE49C	sub_80B0238
0x80BE4E4	sub_80B0280
0x80BE50C	sub_80B02A8
0x80BE558	sub_80B02F4
0x80BE588	sub_80B0324
0x80BE5CC	sub_80B0368
0x80BE60C	sub_80B03A8
0x80BE63C	sub_80B03D8
0x80BE6BC	sub_80B0458
0x80BE77C	sub_80B0518
0x80BE7AC	sub_80B0548
0x80BE7EC	sub_80B0588
0x80BE808	sub_80B05A4
0x80BE85C	nullsub_19
0x80BE860	sub_80B05FC
0x80BE944	unref_sub_80B06E0
0x80BE9AC	sub_80B0748
0x80BEBF8	unref_sub_80B0994
0x80BEC14	sub_80B09B0
0x80BEC48	sub_80B09E4
0x80BEDC0	sub_80B0B5C
0x80BEDFC	sub_80B0B98
0x80BEE18	sub_80B0BB4
0x80BEE28	sub_80B0BC4
0x80BEEC0	sub_80B0C5C
0x80BEF14	sub_80B0CB0
0x80BEF40	sub_80B0CDC
0x80BEF58	unref_sub_80B0CF4
0x80BEFE0	sub_80B0D7C
0x80BF14C	unref_sub_80B0EE8
0x80BF18C	sub_80B0F28
0x80BF37C	sub_80B1118
0x80BF3B0	sub_80B114C
0x80BF650	sub_80B13EC
0x80BF668	sub_80B1404
0x80BF680	sub_80B141C
0x80BF6D0	sub_80B146C
0x80BF7E0	sub_80B157C
0x80BF800	sub_80B159C
0x80BF934	sub_80B16D0
0x80BF974	sub_80B1710
0x80BFB8C	sub_80B1928
0x80BFC34	unref_sub_80B19D0
0x80BFC60	contest_get_move_excitement
0x80BFC90	sub_80B1A2C
0x80BFCD0	c3_08130B10
0x80BFD78	sub_80B1B14
0x80BFDCC	sub_80B1B68
0x80BFE40	sub_80B1BDC
0x80BFE98	sub_80B1C34
0x80BFF20	sub_80B1CBC
0x80BFF60	sub_80B1CFC
0x80BFFE8	unref_sub_80B1D84
0x80C001C	unref_sub_80B1DB8
0x80C0040	sub_80B1DDC
0x80C0060	sub_80B1DFC
0x80C010C	sub_80B1EA8
0x80C01B0	sub_80B1F4C
0x80C0234	sub_80B1FD0
0x80C02F0	sub_80B208C
0x80C0328	sub_80B20C4
0x80C03B0	sub_80B214C
0x80C03E8	sub_80B2184
0x80C04E4	sub_80B2280
0x80C05E0	sub_80B237C
0x80C0620	sub_80B23BC
0x80C0664	sub_80B2400
0x80C076C	sub_80B2508
0x80C07A0	sub_80B253C
0x80C0808	sub_80B25A4
0x80C0848	sub_80B25E4
0x80C092C	sub_80B26C8
0x80C09C4	sub_80B2760
0x80C09DC	sub_80B2778
0x80C09F4	sub_80B2790
0x80C0B30	sub_80B28CC
0x80C0B54	sub_80B28F0
0x80C0B90	sub_80B292C
0x80C0BCC	sub_80B2968
0x80C0C18	sub_80B29B4
0x80C0CE0	sub_80B2A7C
0x80C0EB0	sub_80B2C4C
0x80C0F80	sub_80B2D1C
0x80C0FB8	CreateShopMenu
0x80C1060	SetShopMenuCallback
0x80C106C	SetShopItemsForSale
0x80C109C	sub_80B2E38
0x80C1160	sub_80B2EFC
0x80C1194	sub_80B2F30
0x80C11C8	HandleShopMenuQuit
0x80C1204	sub_80B2FA0
0x80C1240	ReturnToShopMenuAfterExitingSellMenu
0x80C1260	Task_ExitSellMenu
0x80C12B4	sub_80B3050
0x80C12CC	sub_80B3068
0x80C12DC	unref_sub_80B3078
0x80C12F8	sub_80B3094
0x80C1310	sub_80B30AC
0x80C136C	BuyMenuDrawGraphics
0x80C14A4	sub_80B3240
0x80C14D4	sub_80B3270
0x80C1508	sub_80B32A4
0x80C1550	sub_80B32EC
0x80C156C	BuyMenuDrawMapMetatileLayer
0x80C1594	BuyMenuDrawMapMetatile
0x80C1634	sub_80B33D0
0x80C1684	sub_80B3420
0x80C17B8	BuyMenuDrawMapGraphics
0x80C17D0	sub_80B356C
0x80C18F0	sub_80B368C
0x80C1984	sub_80B3720
0x80C19C8	sub_80B3764
0x80C1A00	sub_80B379C
0x80C1A50	sub_80B37EC
0x80C1A5C	sub_80B37F8
0x80C1B00	sub_80B389C
0x80C1B94	sub_80B3930
0x80C1C34	sub_80B39D0
0x80C1CD4	sub_80B3A70
0x80C1D50	sub_80B3AEC
0x80C1DE4	sub_80B3B80
0x80C1E34	sub_80B3BD0
0x80C1E58	sub_80B3BF4
0x80C1F9C	sub_80B3D38
0x80C1FE0	sub_80B3D7C
0x80C202C	sub_80B3DC8
0x80C2160	sub_80B3EFC
0x80C21EC	sub_80B3F88
0x80C22A0	sub_80B403C
0x80C234C	sub_80B40E8
0x80C25DC	sub_80B4378
0x80C2654	sub_80B43F0
0x80C269C	Task_ExitBuyMenu
0x80C26D4	sub_80B4470
0x80C2798	ClearItemPurchases
0x80C27B4	CreatePokemartMenu
0x80C27D8	CreateDecorationShop1Menu
0x80C27F8	CreateDecorationShop2Menu
0x80C2818	debug_sub_80C2818
0x80C2834	sub_80B45B4
0x80C2990	sub_80B4710
0x80C2A58	sub_80B47D8
0x80C2AA4	sub_80B4824
0x80C2ABC	sub_80B483C
0x80C2AD0	sub_80B4850
0x80C2B04	debug_sub_80C2B04
0x80C2B30	debug_sub_80C2B30
0x80C2B5C	unref_sub_80B4884
0x80C2B80	sub_80B48A8
0x80C2BD0	debug_sub_80C2BD0
0x80C2C18	sub_80B48F8
0x80C2D24	debug_sub_80C2D24
0x80C2D84	sub_80B4940
0x80C2DD0	GetBerryInfo
0x80C2E0C	GetBerryTreeInfo
0x80C2E1C	FieldObjectInteractionWaterBerryTree
0x80C2E78	IsPlayerFacingPlantedBerryTree
0x80C2EB0	WaterBerryTree
0x80C2ED4	sub_80B4A90
0x80C2F00	BerryTreeGrow
0x80C2FA8	BerryTreeTimeUpdate
0x80C3048	PlantBerryTree
0x80C30B0	RemoveBerryTree
0x80C30D4	GetBerryTypeByBerryTreeId
0x80C30EC	GetStageByBerryTreeId
0x80C3108	ItemIdToBerryType
0x80C3130	BerryTypeToItemId
0x80C3158	GetBerryNameByBerryType
0x80C3178	ResetBerryTreeSparkleFlag
0x80C3190	BerryTreeGetNumStagesWatered
0x80C31CC	GetNumStagesWateredByBerryTreeId
0x80C31E4	CalcBerryYieldInternal
0x80C3238	CalcBerryYield
0x80C3264	GetBerryCountByBerryTreeId
0x80C327C	GetStageDurationByBerryType
0x80C3294	FieldObjectInteractionGetBerryTreeData
0x80C3328	sub_80B4EE4
0x80C3338	FieldObjectInteractionPlantBerryTree
0x80C3370	FieldObjectInteractionPickBerryTree
0x80C33BC	FieldObjectInteractionRemoveBerryTree
0x80C33EC	PlayerHasBerries
0x80C33FC	debug_sub_80C33FC
0x80C343C	debug_sub_80C343C
0x80C353C	ResetBerryTreeSparkleFlags
0x80C35D8	debug_sub_80C35D8
0x80C35DC	debug_sub_80C35DC
0x80C36F4	debug_sub_80C36F4
0x80C370C	debug_sub_80C370C
0x80C373C	debug_sub_80C373C
0x80C3758	debug_sub_80C3758
0x80C376C	debug_sub_80C376C
0x80C3800	debug_sub_80C3800
0x80C3878	debug_sub_80C3878
0x80C38B4	debug_sub_80C38B4
0x80C38E4	debug_sub_80C38E4
0x80C393C	debug_sub_80C393C
0x80C3950	debug_sub_80C3950
0x80C39B8	debug_sub_80C39B8
0x80C3A50	debug_sub_80C3A50
0x80C3D2C	debug_sub_80C3D2C
0x80C405C	debug_sub_80C405C
0x80C40C4	debug_sub_80C40C4
0x80C4154	debug_sub_80C4154
0x80C41A8	debug_sub_80C41A8
0x80C41D4	debug_sub_80C41D4
0x80C41F4	debug_sub_80C41F4
0x80C4214	debug_sub_80C4214
0x80C42B8	debug_sub_80C42B8
0x80C4348	debug_sub_80C4348
0x80C43A8	debug_sub_80C43A8
0x80C44EC	debug_sub_80C44EC
0x80C4550	debug_sub_80C4550
0x80C4694	debug_sub_80C4694
0x80C4704	debug_sub_80C4704
0x80C4774	debug_sub_80C4774
0x80C47BC	debug_sub_80C47BC
0x80C48A0	debug_sub_80C48A0
0x80C4900	debug_sub_80C4900
0x80C4A60	debug_sub_80C4A60
0x80C4AC4	debug_sub_80C4AC4
0x80C4C44	debug_sub_80C4C44
0x80C4D14	debug_sub_80C4D14
0x80C4DB8	debug_sub_80C4DB8
0x80C4E18	debug_sub_80C4E18
0x80C4F00	debug_sub_80C4F00
0x80C4F48	debug_sub_80C4F48
0x80C5038	debug_sub_80C5038
0x80C5098	debug_sub_80C5098
0x80C5158	debug_sub_80C5158
0x80C5174	debug_sub_80C5174
0x80C5190	debug_sub_80C5190
0x80C51AC	debug_sub_80C51AC
0x80C51C8	debug_sub_80C51C8
0x80C51E4	debug_sub_80C51E4
0x80C5208	debug_sub_80C5208
0x80C527C	debug_sub_80C527C
0x80C52D8	debug_sub_80C52D8
0x80C53A4	debug_sub_80C53A4
0x80C53C0	debug_sub_80C53C0
0x80C53F0	debug_sub_80C53F0
0x80C55E4	debug_sub_80C55E4
0x80C5708	debug_sub_80C5708
0x80C5738	debug_sub_80C5738
0x80C5B60	debug_sub_80C5B60
0x80C5B74	debug_sub_80C5B74
0x80C5C94	debug_sub_80C5C94
0x80C5DEC	debug_sub_80C5DEC
0x80C5EF4	debug_sub_80C5EF4
0x80C5FFC	debug_sub_80C5FFC
0x80C627C	debug_sub_80C627C
0x80C6384	debug_sub_80C6384
0x80C643C	debug_sub_80C643C
0x80C6544	debug_sub_80C6544
0x80C6630	debug_sub_80C6630
0x80C6678	debug_sub_80C6678
0x80C689C	debug_sub_80C689C
0x80C68CC	debug_sub_80C68CC
0x80C696C	debug_sub_80C696C
0x80C6B00	debug_sub_80C6B00
0x80C6CB8	debug_sub_80C6CB8
0x80C6EE8	debug_sub_80C6EE8
0x80C6FA8	debug_sub_80C6FA8
0x80C71FC	debug_sub_80C71FC
0x80C7294	debug_sub_80C7294
0x80C74E4	debug_sub_80C74E4
0x80C7584	debug_sub_80C7584
0x80C7604	debug_sub_80C7604
0x80C777C	debug_sub_80C777C
0x80C7934	debug_sub_80C7934
0x80C7A54	debug_sub_80C7A54
0x80C7B14	debug_sub_80C7B14
0x80C7D44	debug_sub_80C7D44
0x80C7DDC	debug_sub_80C7DDC
0x80C802C	debug_sub_80C802C
0x80C80CC	sub_80B5054
0x80C8128	sub_80B50B0
0x80C8194	GetStringWidthInTilesForScriptMenu
0x80C81B0	sub_80B5138
0x80C82A8	sub_80B5230
0x80C832C	sub_80B52B4
0x80C83D4	Multichoice
0x80C842C	sub_80B53B4
0x80C84E4	yes_no_box
0x80C8540	unref_sub_80B54C8
0x80C855C	task_yes_no_maybe
0x80C85F0	sub_80B5578
0x80C86FC	sub_80B5684
0x80C877C	sp109_CreatePCMenu
0x80C87AC	CreatePCMenu
0x80C8908	sub_80B5838
0x80C8920	task_picbox
0x80C8994	sub_80B58C4
0x80C8A44	picbox_close
0x80C8A7C	sub_80B59AC
0x80C8A9C	DoNamingScreen
0x80C8ACC	C2_NamingScreen
0x80C8B70	sub_80B5AA0
0x80C8B88	sub_80B5AB8
0x80C8BE0	AddNamingScreenTask
0x80C8C4C	GetNamingScreenParameters
0x80C8CB4	NamingScreenDummyTask
0x80C8CB8	NamingScreen_TurnOffScreen
0x80C8CD4	sub_80B5C04
0x80C8D1C	NamingScreen_ClearVram
0x80C8D70	NamingScreen_ClearOam
0x80C8D94	NamingScreen_SetUpVideoRegs
0x80C8E24	NamingScreen_Init
0x80C8E98	sub_80B5DC8
0x80C8EB4	NamingScreen_ResetObjects
0x80C8ECC	sub_80B5DFC
0x80C8EF0	sub_80B5E20
0x80C8F0C	sub_80B5E3C
0x80C8F20	sub_80B5E50
0x80C8F40	sub_80B5E70
0x80C8F78	sub_80B5EA8
0x80C8FA0	sub_80B5ED0
0x80C8FD0	sub_80B5F00
0x80C8FE0	sub_80B5F10
0x80C9008	sub_80B5F38
0x80C9040	sub_80B5F70
0x80C90BC	pokemon_store
0x80C911C	sub_80B604C
0x80C913C	sub_80B606C
0x80C9164	sub_80B6094
0x80C9188	sub_80B60B8
0x80C91D8	sub_80B6108
0x80C9218	sub_80B6148
0x80C9240	sub_80B6170
0x80C9264	sub_80B6194
0x80C9298	sub_80B61C8
0x80C92A8	sub_80B61D8
0x80C92BC	sub_80B61EC
0x80C92E0	sub_80B6210
0x80C930C	sub_80B623C
0x80C933C	sub_80B626C
0x80C9344	sub_80B6274
0x80C939C	sub_80B62CC
0x80C9508	sub_80B6438
0x80C9530	sub_80B6460
0x80C95A4	sub_80B64D4
0x80C961C	sub_80B654C
0x80C967C	sub_80B65AC
0x80C96A4	sub_80B65D4
0x80C96C0	sub_80B65F0
0x80C96E0	sub_80B6610
0x80C9700	sub_80B6630
0x80C9738	sub_80B6668
0x80C9750	sub_80B6680
0x80C97BC	sub_80B66EC
0x80C9828	sub_80B6758
0x80C9844	sub_80B6774
0x80C98BC	sub_80B67EC
0x80C98DC	sub_80B680C
0x80C9928	sub_80B6858
0x80C9948	sub_80B6878
0x80C9958	sub_80B6888
0x80C99A8	sub_80B68D8
0x80C99E4	sub_80B6914
0x80C9A08	sub_80B6938
0x80C9A28	sub_80B6958
0x80C9A68	sub_80B6998
0x80C9B50	sub_80B6A80
0x80C9BE4	sub_80B6B14
0x80C9C04	sub_80B6B34
0x80C9C2C	sub_80B6B5C
0x80C9C68	sub_80B6B98
0x80C9C6C	sub_80B6B9C
0x80C9CD8	sub_80B6C08
0x80C9D18	sub_80B6C48
0x80C9D78	sub_80B6CA8
0x80C9DD4	sub_80B6D04
0x80C9E6C	sub_80B6D9C
0x80C9EB8	sub_80B6DE8
0x80C9F14	sub_80B6E44
0x80C9F34	nullsub_40
0x80C9F38	sub_80B6E68
0x80C9F8C	sub_80B6EBC
0x80C9FCC	sub_80B6EFC
0x80CA014	sub_80B6F44
0x80CA054	sub_80B6F84
0x80CA08C	sub_80B6FBC
0x80CA0D4	sub_80B7004
0x80CA160	sub_80B7090
0x80CA1D4	sub_80B7104
0x80CA20C	sub_80B713C
0x80CA244	sub_80B7174
0x80CA268	sub_80B7198
0x80CA2B4	sub_80B71E4
0x80CA2DC	sub_80B720C
0x80CA334	sub_80B7264
0x80CA374	sub_80B72A4
0x80CA440	sub_80B7370
0x80CA49C	sub_80B73CC
0x80CA544	sub_80B7474
0x80CA580	sub_80B74B0
0x80CA5CC	sub_80B74FC
0x80CA60C	sub_80B753C
0x80CA628	sub_80B7558
0x80CA638	sub_80B7568
0x80CA680	sub_80B75B0
0x80CA694	sub_80B75C4
0x80CA6E4	sub_80B7614
0x80CA720	sub_80B7650
